Collector,Time,Max Diversity AS,Max Unique Paths,Max AS Prefixes,Highest Avg Diversity AS,Avg Unique Paths,Avg AS Prefixes
rrc20,2024-02-01 07:30,12307,41,30374,12307,3.26,30374
rrc21,2024-02-01 07:30,58308,31,349881,8218,2.21,30695
rrc22,2024-02-01 07:30,31554,16,30696,31554,2.06,30696
rrc23,2024-02-01 07:30,18106,27,32678,18106,2.51,32678
rrc24,2024-02-01 07:30,270014,31,29177,270014,2.63,29177
rrc25,2024-02-01 07:30,212123,50,33622,29049,3.24,35803
rrc26,2024-02-01 07:30,49544,23,36060,200612,2.43,23152
rrc00,2024-02-01 07:35,44393,46,246134,44103,3.26,29648
rrc01,2024-02-01 07:35,62167,31,29044,62167,3.1,29044
rrc03,2024-02-01 07:35,8283,31,31994,199938,2.74,26673
rrc04,2024-02-01 07:35,513,26,30410,29222,2.49,30740
rrc05,2024-02-01 07:35,51184,36,25241,51184,3.24,25241
rrc06,2024-02-01 07:35,59105,32,24645,59105,2.73,24645
rrc07,2024-02-01 07:35,6667,23,29928,6667,2.66,29928
rrc10,2024-02-01 07:35,20811,28,25832,20811,2.77,25832
rrc11,2024-02-01 07:35,9304,23,24259,199524,2.67,24511
rrc13,2024-02-01 07:35,41722,34,54390,41722,2.4,54390
rrc14,2024-02-01 07:35,7575,22,33201,7575,2.31,33201
rrc20,2024-02-01 07:35,12307,41,30629,12307,3.31,30629
rrc21,2024-02-01 07:35,58308,31,350775,35600,2.33,27681
rrc22,2024-02-01 07:35,31554,16,30957,56430,2.12,35053
rrc23,2024-02-01 07:35,18106,27,32919,18106,2.52,32919
rrc24,2024-02-01 07:35,270014,31,29304,270014,2.63,29304
rrc25,2024-02-01 07:35,212123,50,33877,29049,3.25,35947
rrc26,2024-02-01 07:35,49544,23,36135,200612,2.44,23247
rrc00,2024-02-01 07:40,44393,46,246246,44103,3.26,29727
rrc01,2024-02-01 07:40,62167,31,29164,62167,3.1,29164
rrc03,2024-02-01 07:40,8283,31,32075,199938,2.74,26761
rrc04,2024-02-01 07:40,513,26,30479,29222,2.49,30875
rrc05,2024-02-01 07:40,51184,36,25356,51184,3.24,25356
rrc06,2024-02-01 07:40,59105,32,24763,59105,2.73,24763
rrc07,2024-02-01 07:40,6667,23,30008,6667,2.66,30008
rrc10,2024-02-01 07:40,20811,28,25949,20811,2.77,25949
rrc11,2024-02-01 07:40,9304,23,24366,199524,2.67,24647
rrc13,2024-02-01 07:40,41722,34,54489,41722,2.4,54489
rrc14,2024-02-01 07:40,7575,22,33376,7575,2.32,33376
rrc20,2024-02-01 07:40,12307,41,30736,12307,3.32,30736
rrc21,2024-02-01 07:40,58308,31,350921,35600,2.33,27770
rrc22,2024-02-01 07:40,31554,16,31062,56430,2.12,35159
rrc23,2024-02-01 07:40,18106,27,33066,18106,2.52,33066
rrc24,2024-02-01 07:40,270014,31,29432,270014,2.63,29432
rrc25,2024-02-01 07:40,212123,50,34003,29049,3.22,36438
rrc26,2024-02-01 07:40,49544,23,41669,200612,2.44,23327
rrc00,2024-02-01 07:45,44393,46,247189,44103,3.27,29851
rrc01,2024-02-01 07:45,62167,31,30362,62167,3.03,30362
rrc03,2024-02-01 07:45,8283,31,33359,199938,2.75,26881
rrc04,2024-02-01 07:45,513,26,30609,29222,2.49,30999
rrc05,2024-02-01 07:45,51184,36,25504,51184,3.24,25504
rrc06,2024-02-01 07:45,59105,32,24983,59105,2.73,24983
rrc07,2024-02-01 07:45,6667,23,30733,6667,2.63,30733
rrc10,2024-02-01 07:45,20811,28,26076,20811,2.76,26076
rrc11,2024-02-01 07:45,9304,23,24499,199524,2.67,24692
rrc13,2024-02-01 07:45,41722,34,54648,41722,2.41,54648
rrc14,2024-02-01 07:45,7575,22,33512,7575,2.32,33512
rrc20,2024-02-01 07:45,12307,41,30878,12307,3.32,30878
rrc21,2024-02-01 07:45,58308,31,351146,35600,2.34,27910
rrc22,2024-02-01 07:45,31554,16,31197,56430,2.12,35292
rrc23,2024-02-01 07:45,18106,27,33132,18106,2.52,33132
rrc24,2024-02-01 07:45,270014,31,29552,270014,2.63,29552
rrc25,2024-02-01 07:45,212123,50,34142,29049,3.23,36486
rrc26,2024-02-01 07:45,49544,23,42606,200612,2.41,24050
rrc00,2024-02-01 07:50,44393,46,247189,44103,3.27,29851
rrc01,2024-02-01 07:50,62167,31,30482,62167,3.07,30482
rrc03,2024-02-01 07:50,8283,31,35918,199938,2.73,27369
rrc04,2024-02-01 07:50,513,26,30773,29222,2.5,31131
rrc05,2024-02-01 07:50,51184,36,25587,51184,3.24,25587
rrc06,2024-02-01 07:50,59105,32,25348,59105,2.71,25348
rrc07,2024-02-01 07:50,6667,23,33123,6667,2.54,33123
rrc10,2024-02-01 07:50,20811,28,26283,20811,2.76,26283
rrc11,2024-02-01 07:50,9304,23,24902,199524,2.66,25173
rrc13,2024-02-01 07:50,41722,34,55270,41722,2.41,55270
rrc14,2024-02-01 07:50,7575,22,34052,7575,2.31,34052
rrc20,2024-02-01 07:50,12307,41,31031,12307,3.35,31031
rrc21,2024-02-01 07:50,58308,31,354447,35600,2.34,28033
rrc22,2024-02-01 07:50,31554,16,31374,56430,2.13,35403
rrc23,2024-02-01 07:50,18106,27,33511,18106,2.52,33511
rrc24,2024-02-01 07:50,270014,31,29771,270014,2.62,29771
rrc25,2024-02-01 07:50,212123,50,34314,29049,3.24,36652
rrc26,2024-02-01 07:50,49544,23,43235,200612,2.3,26306
rrc00,2024-02-01 07:55,44393,46,247189,44103,3.27,29851
rrc01,2024-02-01 07:55,62167,31,30822,62167,3.07,30822
rrc03,2024-02-01 07:55,8283,31,36820,199938,2.73,27644
rrc04,2024-02-01 07:55,513,26,31061,29222,2.5,31211
rrc05,2024-02-01 07:55,51184,36,25919,51184,3.24,25919
rrc06,2024-02-01 07:55,59105,32,25452,59105,2.72,25452
rrc07,2024-02-01 07:55,6667,23,33691,6667,2.53,33691
rrc10,2024-02-01 07:55,20811,28,26605,20811,2.75,26605
rrc11,2024-02-01 07:55,9304,23,25036,199524,2.67,25206
rrc13,2024-02-01 07:55,41722,34,55874,41722,2.43,55874
rrc14,2024-02-01 07:55,7575,22,34849,7575,2.29,34849
rrc20,2024-02-01 07:55,12307,41,31362,12307,3.36,31362
rrc21,2024-02-01 07:55,58308,31,354660,35600,2.36,28377
rrc22,2024-02-01 07:55,31554,16,31685,56430,2.12,35726
rrc23,2024-02-01 07:55,18106,27,33625,18106,2.53,33625
rrc24,2024-02-01 07:55,270014,31,29870,270014,2.63,29870
rrc25,2024-02-01 07:55,212123,50,34632,29049,3.24,36740
rrc26,2024-02-01 07:55,49544,23,46224,200612,2.31,26605
rrc00,2024-02-01 08:00,44393,46,249978,49673,2.6,30038
rrc01,2024-02-01 08:00,62167,31,31046,62167,3.07,31046
rrc03,2024-02-01 08:00,8283,31,37059,199938,2.73,27859
rrc04,2024-02-01 08:00,513,26,31316,29222,2.5,31496
rrc05,2024-02-01 08:00,51184,36,26173,51184,3.23,26173
rrc06,2024-02-01 08:00,59105,32,25583,59105,2.73,25583
rrc07,2024-02-01 08:00,6667,23,33950,6667,2.52,33950
rrc10,2024-02-01 08:00,20811,28,26832,20811,2.75,26832
rrc11,2024-02-01 08:00,9304,23,26932,199524,2.6,26977
rrc13,2024-02-01 08:00,41722,34,56631,41722,2.44,56631
rrc14,2024-02-01 08:00,7575,22,35076,7575,2.29,35076
rrc20,2024-02-01 08:00,12307,41,31623,12307,3.36,31623
rrc21,2024-02-01 08:00,58308,31,354807,35600,2.35,28604
rrc22,2024-02-01 08:00,31554,16,31980,56430,2.12,36187
rrc23,2024-02-01 08:00,18106,27,33723,18106,2.53,33723
rrc24,2024-02-01 08:00,270014,31,29969,270014,2.63,29969
rrc25,2024-02-01 08:00,212123,50,34908,29049,3.24,37029
rrc26,2024-02-01 08:00,49544,23,46868,200612,2.22,28610
rrc00,2024-02-01 08:05,44393,46,784173,58057,1.89,760816
rrc01,2024-02-01 08:05,62167,31,31274,62167,3.07,31274
rrc03,2024-02-01 08:05,8283,31,37572,199938,2.74,28057
rrc04,2024-02-01 08:05,513,26,31728,29222,2.51,31945
rrc05,2024-02-01 08:05,51184,36,26533,51184,3.23,26533
rrc06,2024-02-01 08:05,59105,32,25856,59105,2.73,25856
rrc07,2024-02-01 08:05,6667,23,34419,6667,2.52,34419
rrc10,2024-02-01 08:05,20811,28,27077,20811,2.75,27077
rrc11,2024-02-01 08:05,9304,23,30900,199524,2.6,27182
rrc13,2024-02-01 08:05,41722,34,56950,41722,2.45,56950
rrc14,2024-02-01 08:05,7575,22,36070,7575,2.28,36070
rrc20,2024-02-01 08:05,12307,41,31902,12307,3.36,31902
rrc21,2024-02-01 08:05,58308,31,355244,35600,2.34,29108
rrc22,2024-02-01 08:05,31554,16,32222,56430,2.12,36420
rrc23,2024-02-01 08:05,18106,27,34032,18106,2.54,34032
rrc24,2024-02-01 08:05,270014,31,30191,270014,2.63,30191
rrc25,2024-02-01 08:05,212123,50,35156,29049,3.24,37267
rrc26,2024-02-01 08:05,49544,23,47412,200612,2.23,29017
