Collector,Time,Max Diversity AS,Max Unique Paths,Max AS Prefixes,Highest Avg Diversity AS,Avg Unique Paths,Avg AS Prefixes
rrc01,2024-02-01 03:45,62167,29,17346,62167,2.72,17346
rrc03,2024-02-01 03:45,8283,30,19859,209650,2.55,14659
rrc04,2024-02-01 03:45,15547,18,18054,29222,2.16,17585
rrc05,2024-02-01 03:45,51184,33,13043,51184,3.22,13043
rrc06,2024-02-01 03:45,59105,27,13451,25152,2.35,12396
rrc07,2024-02-01 03:45,6667,20,18082,6667,2.28,18082
rrc10,2024-02-01 03:45,20811,19,15454,20811,2.4,15454
rrc11,2024-02-01 03:45,9304,20,11051,199524,2.27,13584
rrc13,2024-02-01 03:45,41722,33,36843,41722,2.05,36843
rrc14,2024-02-01 03:45,14061,16,18337,7575,2.18,14572
rrc20,2024-02-01 03:45,12307,39,17765,51873,2.87,12744
rrc21,2024-02-01 03:45,58308,24,252108,199524,2.74,11017
rrc22,2024-02-01 03:45,56430,14,20333,31554,1.83,18544
rrc23,2024-02-01 03:45,18106,27,20006,18106,2.19,20006
rrc24,2024-02-01 03:45,270014,24,16015,270014,2.41,16015
rrc25,2024-02-01 03:45,212123,50,23162,29049,3.04,21444
rrc26,2024-02-01 03:45,49544,19,22876,200612,2.35,14195
rrc00,2024-02-01 03:50,44393,44,236385,44103,2.93,18030
rrc01,2024-02-01 03:50,62167,29,17418,62167,2.74,17418
rrc03,2024-02-01 03:50,8283,30,19916,209650,2.58,14724
rrc04,2024-02-01 03:50,15547,18,18131,29222,2.18,17648
rrc05,2024-02-01 03:50,51184,33,13360,51184,3.21,13360
rrc06,2024-02-01 03:50,59105,27,13518,25152,2.37,12467
rrc07,2024-02-01 03:50,6667,20,18143,6667,2.29,18143
rrc10,2024-02-01 03:50,20811,19,15518,20811,2.41,15518
rrc11,2024-02-01 03:50,9304,20,11129,199524,2.28,13637
rrc13,2024-02-01 03:50,41722,33,36906,41722,2.06,36906
rrc14,2024-02-01 03:50,14061,16,18403,7575,2.2,14642
rrc20,2024-02-01 03:50,12307,39,17832,51873,2.9,12810
rrc21,2024-02-01 03:50,58308,24,252136,199524,2.75,11077
rrc22,2024-02-01 03:50,56430,14,20404,31554,1.84,18616
rrc23,2024-02-01 03:50,18106,27,20075,18106,2.2,20075
rrc24,2024-02-01 03:50,270014,24,16068,270014,2.43,16068
rrc25,2024-02-01 03:50,212123,50,23231,29049,3.07,21516
rrc26,2024-02-01 03:50,49544,19,22947,200612,2.37,14256
rrc00,2024-02-01 03:55,44393,44,236421,44103,2.93,18114
rrc01,2024-02-01 03:55,62167,29,17507,62167,2.73,17507
rrc03,2024-02-01 03:55,8283,30,20003,209650,2.57,14806
rrc04,2024-02-01 03:55,15547,18,18217,29222,2.18,17726
rrc05,2024-02-01 03:55,51184,33,13440,51184,3.2,13440
rrc06,2024-02-01 03:55,59105,27,13540,25152,2.37,12501
rrc07,2024-02-01 03:55,6667,20,18233,6667,2.29,18233
rrc10,2024-02-01 03:55,20811,19,15598,20811,2.41,15598
rrc11,2024-02-01 03:55,9304,20,11160,199524,2.28,13671
rrc13,2024-02-01 03:55,41722,33,36976,41722,2.06,36976
rrc14,2024-02-01 03:55,14061,16,18437,7575,2.2,14686
rrc20,2024-02-01 03:55,12307,39,17915,51873,2.9,12886
rrc21,2024-02-01 03:55,58308,24,252182,199524,2.74,11149
rrc22,2024-02-01 03:55,56430,14,20535,31554,1.84,18693
rrc23,2024-02-01 03:55,18106,27,20114,18106,2.21,20114
rrc24,2024-02-01 03:55,270014,24,16087,270014,2.44,16087
rrc25,2024-02-01 03:55,212123,50,23315,29049,3.07,21588
rrc26,2024-02-01 03:55,49544,19,23027,200612,2.36,14353
rrc00,2024-02-01 04:00,44393,44,236561,44103,2.94,18389
rrc01,2024-02-01 04:00,62167,29,17615,62167,2.75,17615
rrc03,2024-02-01 04:00,8283,30,20112,209650,2.58,14926
rrc04,2024-02-01 04:00,15547,18,18402,29222,2.19,17855
rrc05,2024-02-01 04:00,51184,33,13549,51184,3.22,13549
rrc06,2024-02-01 04:00,59105,27,13662,25152,2.37,12656
rrc07,2024-02-01 04:00,6667,20,18409,6667,2.3,18409
rrc10,2024-02-01 04:00,20811,19,15702,20811,2.42,15702
rrc11,2024-02-01 04:00,9304,20,11311,199524,2.29,13765
rrc13,2024-02-01 04:00,41722,33,37222,41722,2.07,37222
rrc14,2024-02-01 04:00,14061,16,18598,7575,2.21,14859
rrc20,2024-02-01 04:00,12307,39,18181,51873,2.91,13028
rrc21,2024-02-01 04:00,58308,24,252308,199524,2.74,11285
rrc22,2024-02-01 04:00,56430,14,20705,31554,1.85,18845
rrc23,2024-02-01 04:00,18106,27,20272,18106,2.22,20272
rrc24,2024-02-01 04:00,270014,24,16205,270014,2.45,16205
rrc25,2024-02-01 04:00,212123,50,23591,29049,3.08,21764
rrc26,2024-02-01 04:00,49544,19,23186,200612,2.36,14503
rrc00,2024-02-01 04:05,44393,44,236696,44103,2.95,18493
rrc01,2024-02-01 04:05,62167,29,17669,62167,2.77,17669
rrc03,2024-02-01 04:05,8283,30,20201,209650,2.6,15003
rrc04,2024-02-01 04:05,15547,18,19343,29222,2.2,17989
rrc05,2024-02-01 04:05,51184,33,13754,51184,3.22,13754
rrc06,2024-02-01 04:05,59105,29,13740,25152,2.37,12816
rrc07,2024-02-01 04:05,6667,20,18516,6667,2.31,18516
rrc10,2024-02-01 04:05,20811,19,15781,20811,2.43,15781
rrc11,2024-02-01 04:05,9304,20,11381,199524,2.3,13840
rrc13,2024-02-01 04:05,41722,33,37322,41722,2.07,37322
rrc14,2024-02-01 04:05,14061,16,18715,7575,2.21,14963
rrc20,2024-02-01 04:05,12307,39,18259,51873,2.91,13160
rrc21,2024-02-01 04:05,34019,24,87725,199524,2.68,11867
rrc22,2024-02-01 04:05,56430,14,20826,31554,1.85,18942
rrc23,2024-02-01 04:05,18106,27,20412,18106,2.22,20412
rrc24,2024-02-01 04:05,270014,24,16419,270014,2.45,16419
rrc25,2024-02-01 04:05,212123,50,23720,29049,3.09,21862
rrc26,2024-02-01 04:05,49544,19,23269,200612,2.37,14607
rrc00,2024-02-01 04:10,44393,44,236768,44103,2.94,18750
rrc01,2024-02-01 04:10,62167,29,17952,62167,2.76,17952
rrc03,2024-02-01 04:10,8283,30,20448,209650,2.62,15085
rrc04,2024-02-01 04:10,15547,18,19442,29222,2.19,18231
rrc05,2024-02-01 04:10,51184,33,13967,51184,3.2,13967
rrc06,2024-02-01 04:10,59105,29,13849,25152,2.37,12927
rrc07,2024-02-01 04:10,6667,20,18646,6667,2.32,18646
rrc10,2024-02-01 04:10,20811,19,15899,20811,2.43,15899
rrc11,2024-02-01 04:10,9304,20,11573,199524,2.31,13938
rrc13,2024-02-01 04:10,41722,33,37626,41722,2.08,37626
rrc14,2024-02-01 04:10,14061,16,18769,7575,2.22,15082
rrc20,2024-02-01 04:10,12307,39,18516,51873,2.91,13261
rrc21,2024-02-01 04:10,34019,25,88034,199524,2.69,11952
rrc22,2024-02-01 04:10,56430,14,20964,31554,1.85,19039
rrc23,2024-02-01 04:10,18106,27,20540,18106,2.23,20540
rrc24,2024-02-01 04:10,270014,24,16517,270014,2.46,16517
rrc25,2024-02-01 04:10,212123,50,23826,29049,3.07,22292
rrc26,2024-02-01 04:10,49544,19,23557,200612,2.38,14692
rrc00,2024-02-01 04:15,44393,44,236786,44103,2.95,18778
rrc01,2024-02-01 04:15,62167,29,18047,62167,2.76,18047
rrc03,2024-02-01 04:15,8283,30,20505,209650,2.62,15121
rrc04,2024-02-01 04:15,15547,18,22718,29222,2.2,18258
rrc05,2024-02-01 04:15,51184,34,13995,51184,3.22,13995
rrc06,2024-02-01 04:15,59105,29,13872,25152,2.37,12970
rrc07,2024-02-01 04:15,6667,20,18701,6667,2.32,18701
rrc10,2024-02-01 04:15,20811,19,15937,20811,2.45,15937
rrc11,2024-02-01 04:15,9304,20,11603,199524,2.32,13965
rrc13,2024-02-01 04:15,41722,33,37750,41722,2.09,37750
rrc14,2024-02-01 04:15,14061,16,18831,7575,2.22,15132
rrc20,2024-02-01 04:15,12307,39,18553,51873,2.93,13335
rrc21,2024-02-01 04:15,34019,25,88257,199524,2.68,12174
rrc22,2024-02-01 04:15,56430,14,21029,31554,1.86,19085
rrc23,2024-02-01 04:15,18106,27,20567,18106,2.24,20567
rrc24,2024-02-01 04:15,270014,24,16539,270014,2.47,16539
rrc25,2024-02-01 04:15,212123,50,24033,29049,3.07,22456
rrc26,2024-02-01 04:15,49544,19,23685,200612,2.38,14757
rrc00,2024-02-01 04:20,44393,45,236921,44103,2.95,19031
rrc01,2024-02-01 04:20,62167,29,18157,62167,2.76,18157
rrc03,2024-02-01 04:20,8283,30,20810,209650,2.62,15300
rrc04,2024-02-01 04:20,15547,18,22970,29222,2.21,18503
rrc05,2024-02-01 04:20,51184,34,14133,51184,3.24,14133
rrc06,2024-02-01 04:20,59105,29,14140,25152,2.37,13225
rrc07,2024-02-01 04:20,6667,20,19052,6667,2.31,19052
rrc10,2024-02-01 04:20,20811,19,16129,20811,2.45,16129
rrc11,2024-02-01 04:20,9304,20,11866,199524,2.33,14220
rrc13,2024-02-01 04:20,41722,33,38022,41722,2.1,38022
rrc14,2024-02-01 04:20,14061,16,19017,7575,2.22,15309
rrc20,2024-02-01 04:20,12307,39,18799,51873,2.93,13659
rrc21,2024-02-01 04:20,34019,25,88510,199524,2.68,12385
rrc22,2024-02-01 04:20,56430,14,21339,31554,1.86,19238
rrc23,2024-02-01 04:20,18106,27,20838,18106,2.24,20838
rrc24,2024-02-01 04:20,270014,24,16721,270014,2.47,16721
rrc25,2024-02-01 04:20,212123,50,24231,29049,3.09,22740
rrc26,2024-02-01 04:20,49544,19,24307,200612,2.39,14989
rrc00,2024-02-01 04:25,44393,45,236968,44103,2.95,19101
rrc01,2024-02-01 04:25,62167,29,18236,62167,2.76,18236
rrc03,2024-02-01 04:25,8283,30,21012,209650,2.63,15359
rrc04,2024-02-01 04:25,15547,18,23282,29222,2.21,18593
rrc05,2024-02-01 04:25,51184,34,14193,51184,3.24,14193
rrc06,2024-02-01 04:25,59105,29,14183,25152,2.37,13278
rrc07,2024-02-01 04:25,6667,20,19507,6667,2.31,19507
rrc10,2024-02-01 04:25,20811,19,16188,20811,2.45,16188
rrc11,2024-02-01 04:25,9304,20,11920,199524,2.33,14283
rrc13,2024-02-01 04:25,41722,33,38088,41722,2.11,38088
rrc14,2024-02-01 04:25,14061,16,19074,7575,2.22,15410
rrc20,2024-02-01 04:25,12307,39,18868,51873,2.93,13878
rrc21,2024-02-01 04:25,34019,25,88730,199524,2.68,12433
rrc22,2024-02-01 04:25,56430,14,21385,31554,1.86,19431
rrc23,2024-02-01 04:25,18106,27,20932,18106,2.24,20932
rrc24,2024-02-01 04:25,270014,24,16771,270014,2.48,16771
rrc25,2024-02-01 04:25,212123,50,24330,29049,3.09,22821
rrc26,2024-02-01 04:25,49544,19,24661,200612,2.39,15058
rrc00,2024-02-01 04:30,44393,45,237038,44103,2.96,19178
rrc01,2024-02-01 04:30,62167,29,18310,62167,2.77,18310
rrc03,2024-02-01 04:30,8283,30,21084,209650,2.65,15407
rrc04,2024-02-01 04:30,15547,18,23357,29222,2.22,18662
rrc05,2024-02-01 04:30,51184,34,14261,51184,3.25,14261
rrc06,2024-02-01 04:30,59105,30,14247,25152,2.37,13362
rrc07,2024-02-01 04:30,6667,20,19606,6667,2.34,19606
rrc10,2024-02-01 04:30,20811,20,16251,20811,2.46,16251
rrc11,2024-02-01 04:30,9304,20,12005,199524,2.34,14347
rrc13,2024-02-01 04:30,41722,33,38158,41722,2.11,38158
rrc14,2024-02-01 04:30,14061,16,19163,7575,2.23,15488
rrc20,2024-02-01 04:30,12307,39,18948,51873,2.94,13943
rrc21,2024-02-01 04:30,34019,25,88782,199524,2.69,12499
rrc22,2024-02-01 04:30,56430,14,21448,31554,1.86,19499
rrc23,2024-02-01 04:30,18106,27,21006,18106,2.25,21006
rrc24,2024-02-01 04:30,270014,24,16829,270014,2.49,16829
rrc25,2024-02-01 04:30,212123,50,24391,29049,3.11,22887
rrc26,2024-02-01 04:30,49544,19,24740,200612,2.39,15130
rrc00,2024-02-01 04:35,44393,45,237141,44103,2.97,19320
rrc01,2024-02-01 04:35,62167,29,18436,62167,2.79,18436
rrc03,2024-02-01 04:35,8283,30,21230,209650,2.65,15568
rrc04,2024-02-01 04:35,15547,18,23541,29222,2.23,18805
rrc05,2024-02-01 04:35,51184,34,14411,51184,3.29,14411
rrc06,2024-02-01 04:35,59105,30,14373,25152,2.38,13488
rrc07,2024-02-01 04:35,6667,20,19753,6667,2.35,19753
rrc10,2024-02-01 04:35,20811,20,16390,20811,2.46,16390
rrc11,2024-02-01 04:35,9304,20,12144,199524,2.35,14486
rrc13,2024-02-01 04:35,41722,33,38282,41722,2.12,38282
rrc14,2024-02-01 04:35,14061,16,19273,7575,2.24,15612
rrc20,2024-02-01 04:35,12307,39,19086,12307,2.96,19086
rrc21,2024-02-01 04:35,34019,25,88896,199524,2.69,12640
rrc22,2024-02-01 04:35,56430,14,21588,31554,1.86,19644
rrc23,2024-02-01 04:35,18106,27,21125,18106,2.28,21125
rrc24,2024-02-01 04:35,270014,24,16964,270014,2.51,16964
rrc25,2024-02-01 04:35,212123,50,24519,29049,3.12,23016
rrc26,2024-02-01 04:35,49544,19,24873,200612,2.41,15280
rrc00,2024-02-01 04:40,44393,45,237310,44103,2.99,19381
rrc01,2024-02-01 04:40,62167,29,18548,62167,2.79,18548
rrc03,2024-02-01 04:40,8283,30,21692,209650,2.65,15768
rrc04,2024-02-01 04:40,15547,18,24113,29222,2.23,19045
rrc05,2024-02-01 04:40,51184,34,14695,51184,3.28,14695
rrc06,2024-02-01 04:40,59105,30,14441,25152,2.39,13612
rrc07,2024-02-01 04:40,6667,20,19806,6667,2.36,19806
rrc10,2024-02-01 04:40,20811,20,16457,20811,2.47,16457
rrc11,2024-02-01 04:40,9304,20,12199,199524,2.36,14537
rrc13,2024-02-01 04:40,41722,33,38328,41722,2.12,38328
rrc14,2024-02-01 04:40,14061,16,19475,7575,2.25,15817
rrc20,2024-02-01 04:40,12307,39,19146,12307,2.97,19146
rrc21,2024-02-01 04:40,34019,25,88951,199524,2.7,12692
rrc22,2024-02-01 04:40,56430,14,21605,31554,1.87,19714
rrc23,2024-02-01 04:40,18106,27,21367,18106,2.29,21367
rrc24,2024-02-01 04:40,270014,24,17052,270014,2.52,17052
rrc25,2024-02-01 04:40,212123,50,24581,29049,3.12,23206
rrc26,2024-02-01 04:40,49544,19,24940,200612,2.42,15345
rrc00,2024-02-01 04:45,44393,45,237339,44103,3.0,19428
rrc01,2024-02-01 04:45,62167,29,18599,62167,2.81,18599
rrc03,2024-02-01 04:45,8283,30,21770,209650,2.66,15810
rrc04,2024-02-01 04:45,15547,18,24184,29222,2.24,19092
rrc05,2024-02-01 04:45,51184,34,15159,51184,3.23,15159
rrc06,2024-02-01 04:45,59105,30,14492,25152,2.39,13654
rrc07,2024-02-01 04:45,6667,20,19859,6667,2.36,19859
rrc10,2024-02-01 04:45,20811,21,16504,20811,2.49,16504
rrc11,2024-02-01 04:45,9304,20,12248,199524,2.36,14571
rrc13,2024-02-01 04:45,41722,33,38376,41722,2.13,38376
rrc14,2024-02-01 04:45,14061,16,19526,7575,2.25,15866
rrc20,2024-02-01 04:45,12307,39,19191,12307,2.99,19191
rrc21,2024-02-01 04:45,34019,25,88993,199524,2.71,12722
rrc22,2024-02-01 04:45,56430,14,21668,31554,1.85,20268
rrc23,2024-02-01 04:45,18106,27,21427,18106,2.3,21427
rrc24,2024-02-01 04:45,270014,24,17085,270014,2.52,17085
rrc25,2024-02-01 04:45,212123,50,24626,29049,3.14,23252
rrc26,2024-02-01 04:45,49544,19,24986,200612,2.42,15387
rrc00,2024-02-01 04:50,44393,46,237359,44103,3.03,19476
rrc01,2024-02-01 04:50,62167,29,18621,62167,2.84,18621
rrc03,2024-02-01 04:50,8283,30,21824,209650,2.69,15827
rrc04,2024-02-01 04:50,513,21,19752,29222,2.25,19110
rrc05,2024-02-01 04:50,51184,34,15188,51184,3.26,15188
rrc06,2024-02-01 04:50,59105,31,14569,25152,2.42,13700
rrc07,2024-02-01 04:50,6667,20,19874,6667,2.38,19874
rrc10,2024-02-01 04:50,20811,23,16530,20811,2.5,16530
rrc11,2024-02-01 04:50,9304,20,12284,199524,2.38,14587
rrc13,2024-02-01 04:50,41722,33,38429,41722,2.14,38429
rrc14,2024-02-01 04:50,14061,16,19556,7575,2.26,15932
rrc20,2024-02-01 04:50,12307,39,19220,12307,3.03,19220
rrc21,2024-02-01 04:50,34019,25,89015,199524,2.72,12741
rrc22,2024-02-01 04:50,31554,14,20301,31554,1.86,20301
rrc23,2024-02-01 04:50,18106,27,21442,18106,2.32,21442
rrc24,2024-02-01 04:50,270014,24,17111,270014,2.55,17111
rrc25,2024-02-01 04:50,212123,50,24659,29049,3.16,23300
rrc26,2024-02-01 04:50,49544,19,25008,200612,2.44,15412
rrc00,2024-02-01 04:55,44393,46,237388,44103,3.05,19501
rrc01,2024-02-01 04:55,62167,29,18644,62167,2.85,18644
rrc03,2024-02-01 04:55,8283,31,21854,209650,2.7,15852
rrc04,2024-02-01 04:55,513,25,19773,29222,2.25,19133
rrc05,2024-02-01 04:55,51184,36,15224,51184,3.28,15224
rrc06,2024-02-01 04:55,59105,31,14590,25152,2.42,13724
rrc07,2024-02-01 04:55,6667,22,19910,6667,2.39,19910
rrc10,2024-02-01 04:55,20811,28,16564,20811,2.51,16564
rrc11,2024-02-01 04:55,9304,22,12311,199524,2.39,14609
rrc13,2024-02-01 04:55,41722,33,38454,41722,2.15,38454
rrc14,2024-02-01 04:55,14061,20,19580,7575,2.26,15960
rrc20,2024-02-01 04:55,12307,39,19248,12307,3.04,19248
rrc21,2024-02-01 04:55,58308,30,253667,199524,2.73,12765
rrc22,2024-02-01 04:55,31554,16,20329,31554,1.86,20329
rrc23,2024-02-01 04:55,18106,27,21468,18106,2.33,21468
rrc24,2024-02-01 04:55,263702,25,19583,270014,2.56,17135
rrc25,2024-02-01 04:55,212123,50,24684,29049,3.17,23324
rrc26,2024-02-01 04:55,49544,23,25238,200612,2.44,15440
rrc00,2024-02-01 05:00,44393,46,237405,44103,3.04,19709
rrc01,2024-02-01 05:00,62167,31,18782,62167,2.84,18782
rrc03,2024-02-01 05:00,8283,31,22517,209650,2.64,16488
rrc04,2024-02-01 05:00,513,25,19943,29222,2.25,19212
rrc05,2024-02-01 05:00,51184,36,16098,51184,3.16,16098
rrc06,2024-02-01 05:00,59105,31,14762,25152,2.4,13962
rrc07,2024-02-01 05:00,6667,23,20679,6667,2.35,20679
rrc10,2024-02-01 05:00,20811,28,16720,20811,2.51,16720
rrc11,2024-02-01 05:00,9304,23,12561,199524,2.38,14792
rrc13,2024-02-01 05:00,41722,34,38525,41722,2.15,38525
rrc14,2024-02-01 05:00,14061,20,22727,7575,2.26,16037
rrc20,2024-02-01 05:00,12307,39,19312,12307,3.04,19312
rrc21,2024-02-01 05:00,58308,31,254710,199524,2.67,13284
rrc22,2024-02-01 05:00,31554,16,20470,31554,1.86,20470
rrc23,2024-02-01 05:00,18106,27,22147,18106,2.29,22147
rrc24,2024-02-01 05:00,263702,26,20246,270014,2.51,17778
rrc25,2024-02-01 05:00,212123,50,24758,29049,3.17,23389
rrc26,2024-02-01 05:00,49544,23,26049,200612,2.43,15643
rrc00,2024-02-01 05:05,44393,46,237468,44103,3.05,19796
rrc01,2024-02-01 05:05,62167,31,18841,62167,2.85,18841
rrc03,2024-02-01 05:05,8283,31,22589,209650,2.65,16556
rrc04,2024-02-01 05:05,513,25,20029,29222,2.25,19352
rrc05,2024-02-01 05:05,51184,36,16168,51184,3.16,16168
rrc06,2024-02-01 05:05,59105,31,14852,25152,2.4,14068
rrc07,2024-02-01 05:05,6667,23,20773,6667,2.35,20773
rrc10,2024-02-01 05:05,20811,28,16822,20811,2.52,16822
rrc11,2024-02-01 05:05,9304,23,12652,199524,2.38,14860
rrc13,2024-02-01 05:05,41722,34,38607,41722,2.15,38607
rrc14,2024-02-01 05:05,14061,20,22977,7575,2.26,16132
rrc20,2024-02-01 05:05,12307,39,19409,12307,3.05,19409
rrc21,2024-02-01 05:05,58308,31,254799,199524,2.68,13339
rrc22,2024-02-01 05:05,31554,16,20567,31554,1.86,20567
rrc23,2024-02-01 05:05,18106,27,22233,18106,2.29,22233
rrc24,2024-02-01 05:05,263702,26,20472,270014,2.51,17848
rrc25,2024-02-01 05:05,212123,50,24842,29049,3.17,23472
rrc26,2024-02-01 05:05,49544,23,26147,200612,2.43,15724
rrc00,2024-02-01 05:10,44393,46,237690,44103,3.05,19903
rrc01,2024-02-01 05:10,62167,31,18961,62167,2.86,18961
rrc03,2024-02-01 05:10,8283,31,22707,209650,2.66,16662
rrc04,2024-02-01 05:10,513,25,20137,29222,2.26,19470
rrc05,2024-02-01 05:10,51184,36,16280,51184,3.18,16280
rrc06,2024-02-01 05:10,59105,31,14942,25152,2.4,14173
rrc07,2024-02-01 05:10,6667,23,20871,6667,2.36,20871
rrc10,2024-02-01 05:10,20811,28,16929,20811,2.52,16929
rrc11,2024-02-01 05:10,9304,23,12757,199524,2.38,14938
rrc13,2024-02-01 05:10,41722,34,38729,41722,2.16,38729
rrc14,2024-02-01 05:10,14061,20,23084,7575,2.26,16201
rrc20,2024-02-01 05:10,12307,39,19517,12307,3.07,19517
rrc21,2024-02-01 05:10,58308,31,254822,199524,2.69,13425
rrc22,2024-02-01 05:10,31554,16,20683,31554,1.87,20683
rrc23,2024-02-01 05:10,18106,27,22688,18106,2.28,22688
rrc24,2024-02-01 05:10,263702,26,20590,270014,2.52,17964
rrc25,2024-02-01 05:10,212123,50,24948,29049,3.19,23573
rrc26,2024-02-01 05:10,49544,23,26252,200612,2.43,15822
rrc00,2024-02-01 05:15,44393,46,237766,44103,3.07,19947
rrc01,2024-02-01 05:15,62167,31,19224,62167,2.87,19224
rrc03,2024-02-01 05:15,8283,31,22763,209650,2.64,17094
rrc04,2024-02-01 05:15,513,25,20305,29222,2.25,19658
rrc05,2024-02-01 05:15,51184,36,16303,51184,3.18,16303
rrc06,2024-02-01 05:15,59105,31,14967,25152,2.41,14238
rrc07,2024-02-01 05:15,6667,23,20945,6667,2.36,20945
rrc10,2024-02-01 05:15,20811,28,17090,20811,2.52,17090
rrc11,2024-02-01 05:15,9304,23,12766,199524,2.4,15143
rrc13,2024-02-01 05:15,41722,34,38987,41722,2.16,38987
rrc14,2024-02-01 05:15,14061,20,23148,7575,2.27,16214
rrc20,2024-02-01 05:15,12307,39,19571,12307,3.07,19571
rrc21,2024-02-01 05:15,58308,31,254844,199524,2.69,13492
rrc22,2024-02-01 05:15,31554,16,20914,31554,1.87,20914
rrc23,2024-02-01 05:15,18106,27,22706,18106,2.29,22706
rrc24,2024-02-01 05:15,263702,26,20764,270014,2.52,18125
rrc25,2024-02-01 05:15,212123,50,25280,29049,3.21,23796
rrc26,2024-02-01 05:15,49544,23,26352,200612,2.42,16118
rrc00,2024-02-01 05:20,44393,46,239698,44103,3.02,21203
rrc01,2024-02-01 05:20,62167,31,21175,62167,2.8,21175
rrc03,2024-02-01 05:20,8283,31,23661,209650,2.61,18495
rrc04,2024-02-01 05:20,513,25,22237,29222,2.28,21011
rrc05,2024-02-01 05:20,51184,36,17441,51184,3.1,17441
rrc06,2024-02-01 05:20,59105,31,16223,25152,2.35,15248
rrc07,2024-02-01 05:20,6667,23,22220,6667,2.38,22220
rrc10,2024-02-01 05:20,20811,28,18571,20811,2.47,18571
rrc11,2024-02-01 05:20,9304,23,14212,199524,2.4,16772
rrc13,2024-02-01 05:20,41722,34,40465,41722,2.18,40465
rrc14,2024-02-01 05:20,14061,20,24219,7575,2.29,17355
rrc20,2024-02-01 05:20,12307,39,20826,12307,3.05,20826
rrc21,2024-02-01 05:20,58308,31,256282,199524,2.66,15400
rrc22,2024-02-01 05:20,31554,16,22784,31554,1.86,22784
rrc23,2024-02-01 05:20,18106,27,24490,18106,2.27,24490
rrc24,2024-02-01 05:20,263702,26,21775,270014,2.49,19142
rrc25,2024-02-01 05:20,212123,50,27082,29049,3.17,25734
rrc26,2024-02-01 05:20,49544,23,26976,200612,2.35,17846
rrc00,2024-02-01 05:25,44393,46,239876,44103,3.03,21364
rrc01,2024-02-01 05:25,62167,31,21313,62167,2.81,21313
rrc03,2024-02-01 05:25,8283,31,23797,209650,2.63,18622
rrc04,2024-02-01 05:25,513,25,22368,29222,2.31,21166
rrc05,2024-02-01 05:25,51184,36,17641,51184,3.13,17641
rrc06,2024-02-01 05:25,59105,31,16553,25152,2.35,15374
rrc07,2024-02-01 05:25,6667,23,22388,6667,2.39,22388
rrc10,2024-02-01 05:25,20811,28,18719,20811,2.48,18719
rrc11,2024-02-01 05:25,9304,23,14370,199524,2.41,16910
rrc13,2024-02-01 05:25,41722,34,40586,41722,2.21,40586
rrc14,2024-02-01 05:25,14061,20,24374,7575,2.29,17509
rrc20,2024-02-01 05:25,12307,39,20985,12307,3.08,20985
rrc21,2024-02-01 05:25,58308,31,256541,199524,2.67,15673
rrc22,2024-02-01 05:25,31554,16,22936,31554,1.87,22936
rrc23,2024-02-01 05:25,18106,27,24634,18106,2.28,24634
rrc24,2024-02-01 05:25,263702,26,22047,270014,2.51,19281
rrc25,2024-02-01 05:25,212123,50,27219,29049,3.19,25898
rrc26,2024-02-01 05:25,49544,23,27104,200612,2.36,18028
rrc00,2024-02-01 05:30,44393,46,240001,44103,2.99,21919
rrc01,2024-02-01 05:30,62167,31,21393,62167,2.82,21393
rrc03,2024-02-01 05:30,8283,31,23871,209650,2.63,18697
rrc04,2024-02-01 05:30,513,25,24309,29222,2.32,21295
rrc05,2024-02-01 05:30,51184,36,17786,51184,3.13,17786
rrc06,2024-02-01 05:30,59105,32,17986,25152,2.35,15552
rrc07,2024-02-01 05:30,6667,23,22467,6667,2.4,22467
rrc10,2024-02-01 05:30,20811,28,18791,20811,2.49,18791
rrc11,2024-02-01 05:30,9304,23,14425,199524,2.42,16958
rrc13,2024-02-01 05:30,41722,34,42320,41722,2.17,42320
rrc14,2024-02-01 05:30,14061,21,24485,7575,2.31,17564
rrc20,2024-02-01 05:30,12307,39,21108,12307,3.08,21108
rrc21,2024-02-01 05:30,58308,31,259689,199524,2.57,16873
rrc22,2024-02-01 05:30,31554,16,23012,31554,1.87,23012
rrc23,2024-02-01 05:30,18106,27,24813,18106,2.29,24813
rrc24,2024-02-01 05:30,263702,26,22122,270014,2.52,19337
rrc25,2024-02-01 05:30,212123,50,27363,29049,3.2,25984
rrc26,2024-02-01 05:30,49544,23,27188,200612,2.37,18125
rrc00,2024-02-01 05:35,44393,46,240411,44103,3.01,22120
rrc01,2024-02-01 05:35,62167,31,21738,62167,2.82,21738
rrc03,2024-02-01 05:35,8283,31,24110,209650,2.67,18909
rrc04,2024-02-01 05:35,513,25,24428,29222,2.33,21464
rrc05,2024-02-01 05:35,51184,36,18006,51184,3.13,18006
rrc06,2024-02-01 05:35,59105,32,18537,25152,2.36,15778
rrc07,2024-02-01 05:35,6667,23,22802,6667,2.42,22802
rrc10,2024-02-01 05:35,20811,28,19200,20811,2.49,19200
rrc11,2024-02-01 05:35,9304,23,14735,199524,2.47,17202
rrc13,2024-02-01 05:35,41722,34,42554,41722,2.18,42554
rrc14,2024-02-01 05:35,14061,21,24752,7575,2.31,17803
rrc20,2024-02-01 05:35,12307,40,21325,12307,3.11,21325
rrc21,2024-02-01 05:35,58308,31,259752,199524,2.6,17115
rrc22,2024-02-01 05:35,31554,16,23456,31554,1.89,23456
rrc23,2024-02-01 05:35,18106,27,25087,18106,2.3,25087
